date,portfolio_value,spx_price,spx_only_value
2009-03-27,62.52448464584176,815.9400024,61.687459940035936
2009-03-30,60.35174679148617,787.5300293,59.53958255646749
2009-03-31,61.12535692376732,797.8699951,60.321314331098804
2009-04-01,62.11603294823534,811.0800171,61.32003078149354
2009-04-02,63.869620417545356,834.3800049,63.08157827247095
2009-04-03,64.47563546754004,842.5,63.69547374391639
2009-04-06,63.92172979784363,835.4799805,63.164739657573335
2009-04-07,62.407393929984806,815.5499878,61.6579736911172
2009-04-08,63.12644283306267,825.1599731,62.384516796583746
2009-04-09,65.49295762147898,856.5599976,64.75845084536485
2009-04-13,65.62807220255004,858.7299805,64.92250792409683
2009-04-14,64.31837944339051,841.5,63.61987080772183
2009-04-15,65.10976118180132,852.0599976,64.41823763248932
2009-04-16,66.10382808061541,865.2999878,65.41921976679653
2009-04-17,66.42207370075798,869.5999756,65.7443114700773
2009-04-20,63.58876117745949,832.3900146,62.93112916279227
2009-04-21,64.91960098760192,850.0800171,64.26854529308136
2009-04-22,64.41940104214021,843.5499878,63.774855904564866
2009-04-23,65.04575179625853,851.9199829,64.40765211005893
2009-04-24,66.12124863489363,866.2299805,65.48952994555603
2009-04-27,65.44323056965108,857.5100098,64.83027455710551
2009-04-28,65.25943133484067,855.1599731,64.65260488242053
2009-04-29,66.65050846871377,873.6400146,66.04975028081785
2009-04-30,66.5817491645434,872.8099976,65.98699855852644
2009-05-01,66.93189314366391,877.5200195,66.34309004370712
2009-05-04,69.16132215132838,907.2399902,68.5900070922434
2009-05-05,68.89553471878119,903.7999878,68.32993281028708
2009-05-06,70.07911602355853,919.5300293,69.51917013414935
2009-05-07,69.15569580789932,907.3900146,68.60134937738422
2009-05-08,70.80131789202323,929.2299805,70.25251492581329
2009-05-11,69.27371593394307,909.2399902,68.74121296463251
2009-05-12,69.20110318723394,908.3499756,68.6739252476165
2009-05-13,67.34885222850612,883.9199829,66.82694606828484
2009-05-14,68.03540187779576,893.0700073,67.5187147791767
2009-05-15,67.25984090553996,882.8800049,66.74832067790709
2009-05-18,69.27307631416924,909.710022,68.77674874881733
2009-05-19,69.14865910651814,908.1300049,68.65729481681973
2009-05-20,68.79143319533408,903.4699707,68.30498254853265
2009-05-21,67.6419437428567,888.3300171,67.16035760252326
2009-05-22,67.53657468350437,887.0,67.05980440457428
2009-05-26,69.28160582643041,910.3300171,68.82362219880356
2009-05-27,67.97136180781682,893.0599976,67.51795801646627
2009-05-28,69.00788167555966,906.8300171,68.55901192212261
2009-05-29,69.93406493357298,919.1400146,69.48968387767029
2009-06-01,71.71492257347127,942.8699951,71.28374007930994
2009-06-02,71.85198786875908,944.7399902,71.42511719953937
2009-06-03,70.86639453207906,931.7600098,70.44379256955156
2009-06-04,71.67112085209138,942.460022,71.25274490918916
2009-06-05,71.48775850433564,940.0900269,71.07356632086244
2009-06-08,71.40363286299335,939.1400146,71.00174260156149
2009-06-09,71.64834596475484,942.4299927,71.25047460593728
2009-06-10,71.39639201706159,939.1500244,71.0024993718322
2009-06-11,71.82641320345729,944.8900146,71.4364594846802
2009-06-12,71.92231010150809,946.210022,71.53625591991876
2009-06-15,70.21052999281443,923.7199707,69.83594200647248
2009-06-16,69.31844961266492,911.9699707,68.9476075061864
2009-06-17,69.2194853704256,910.710022,68.8523516850119
2009-06-18,70.46976042309961,918.3699951,69.43146814254322
2009-06-19,70.67560079400762,921.2299805,69.6476914362568
2009-06-22,68.51382389784112,893.039978,67.51644447592483
2009-06-23,68.65959197073566,895.0999756,67.67218634303858
2009-06-24,69.09124108799362,900.9400024,68.1137095165735
2009-06-25,70.54211505902002,920.2600098,69.57435880331411
2009-06-26,70.42961860704123,918.9000244,69.47153991389237
2009-06-29,71.0309318513078,927.2299805,70.10130905342416
2009-06-30,70.42361842418872,919.3200073,69.50329185428389
2009-07-01,70.71758367353861,923.3300171,69.80646036933284
2009-07-02,68.67399484188054,896.4199829,67.77198277071683
2009-07-06,68.8123377981402,898.7199707,67.9458686016085
2009-07-07,67.46626159522516,881.0300293,66.6084570906588
2009-07-08,67.34654483736043,879.5599976,66.49731837783972
2009-07-09,67.57393336323784,882.6799927,66.73319916831235
2009-07-10,67.29713652015374,879.1300049,66.46480966717749
2009-07-13,68.92963064886804,901.0499878,68.12202473575203
2009-07-14,69.28369561018364,905.8400269,68.48416575619878
2009-07-15,71.30488053348532,932.6799927,70.51334597804033
2009-07-16,71.9063246646517,940.7399902,71.12270545476113
2009-07-17,71.8712725268859,940.3800049,71.09548950909426
2009-07-20,72.66096255956599,951.1300049,71.90822107318577
2009-07-21,72.91426619692923,954.5800171,72.16905212541282
2009-07-22,72.86825581784608,954.0700073,72.13049388704484
2009-07-23,74.54077322561515,976.289978,73.81038891412192
2009-07-24,74.75801250717141,979.2600098,74.03493203879312
2009-07-27,74.95729557505804,982.1799927,74.25569131967103
2009-07-28,74.75673619729314,979.6199951,74.06214798446
2009-07-29,74.41184740554117,975.1500244,73.72420507483636
2009-07-30,75.28196319737933,986.75,74.6011972899816
2009-07-31,75.33034420747016,987.4799805,74.65638595914638
2009-08-03,76.4557133091562,1002.630005,75.8017722947659
2009-08-04,76.67749620277563,1005.650024,76.03009459852925
2009-08-05,76.4495015767275,1002.719971,75.80857398852356
2009-08-06,76.0166952260035,997.0800171,75.3821769136816
2009-08-07,77.02342658301848,1010.47998,76.39525345381976
2009-08-10,76.74923098615878,1007.099976,76.13971522707041
2009-08-11,75.77919836184607,994.3499756,75.17577776034861
2009-08-12,76.6395754981265,1005.809998,76.04218910264403
2009-08-13,77.1567725917852,1012.72998,76.56536006025753
2009-08-14,76.49765265108695,1004.090027,75.91215424487454
2009-08-17,74.63857172168801,979.7299805,74.07046320363854
2009-08-18,75.3843840037285,989.6699829,74.8219565708595
2009-08-19,75.89210662223566,996.460022,75.33530346369537
2009-08-20,76.71136458325363,1007.369995,76.16012945629875
2009-08-21,78.12416407102337,1026.130005,77.57844129533802
2009-08-24,78.06561345402059,1025.569946,77.53609919049586
2009-08-25,78.24403752889664,1028.0,77.71981840800719
2009-08-26,78.2478673120164,1028.119995,77.72889038233585
2009-08-27,78.45890080619199,1030.97998,77.94511364580825
2009-08-28,78.29878251000657,1028.930054,77.79013322122667
2009-08-31,77.65541025713051,1020.619995,77.16186836087665
2009-09-01,75.94335925364493,998.039978,75.45475277635359
2009-09-02,75.6897411920565,994.75,75.20602077953808
2009-09-03,76.32677216019378,1003.23999,75.84788895180053
2009-09-04,77.31692053893008,1016.400024,76.84282616262075
2009-09-08,77.97790904482957,1025.390015,77.52249587858341
2009-09-09,78.57666483194097,1033.369995,78.12580579735729
2009-09-10,79.38640137646928,1044.140015,78.94005093223142
2009-09-11,79.27533508588981,1042.72998,78.83344814609433
2009-09-14,79.76194495169585,1049.339966,79.33318249589925
2009-09-15,80.00639393573252,1052.630005,79.58191910449386
2009-09-16,81.22162492625307,1068.76001,80.80139484332679
2009-09-17,81.77249610380564,1065.48999,80.55417172991186
2009-09-18,81.97276157134667,1068.300049,80.76662044119179
2009-09-21,81.66174215184769,1064.660034,80.49142461939957
2009-09-22,82.17925952988514,1071.660034,81.02064517276148
2009-09-23,81.35191475626009,1060.869995,80.20488654270767
2009-09-24,80.5776134184213,1050.780029,79.4420554870044
2009-09-25,80.08239723299145,1044.380005,78.95819488088874
2009-09-28,81.45522002207709,1062.97998,80.36440760403416
2009-09-29,81.26513331713022,1060.609985,80.18522902326772
2009-09-30,80.98745371693964,1057.079956,79.91834846601577
2009-10-01,78.91809622391126,1029.849976,77.85968202549665
2009-10-02,78.55671332394033,1025.209961,77.50888326750986
2009-10-05,79.67853650040131,1040.459961,78.66182804447688
2009-10-06,80.74646804200586,1054.719971,79.73992667064066
2009-10-07,80.95262589176463,1057.579956,79.95614993411306
2009-10-08,81.53992614259556,1065.47998,80.55341494452055
2009-10-09,81.98443543317349,1071.48999,81.00778934707921
2009-10-12,82.31075816334098,1076.189941,81.36311944264978
2009-10-13,82.07447296755038,1073.189941,81.1363106340661
2009-10-14,83.48870060539105,1092.02002,82.55991989524159
2009-10-15,83.82265307712736,1096.560059,82.9031601740794
2009-10-16,83.1421036966745,1087.680054,82.23180572265704
2009-10-19,83.88848346175983,1097.910034,83.00522224786867
2009-10-20,83.36177262676159,1091.060059,82.48734402500934
2009-10-21,82.62270133100186,1081.400024,81.75701701526712
2009-10-22,83.48423503947328,1092.910034,82.62720756689586
2009-10-23,82.46938529902758,1079.599976,81.62092810117598
2009-10-26,81.48780623885965,1066.949951,80.66454906824141
2009-10-27,81.2119455480684,1063.410034,80.39692094915635
2009-10-28,79.6327640954712,1042.630005,78.82588974254826
2009-10-29,81.3998507817315,1066.109985,80.6010451723378
2009-10-30,79.12981954816713,1036.189941,78.3390019948674
2009-11-02,79.6121199577461,1042.880005,78.8447904765969
2009-11-03,79.79572428399199,1045.410034,79.0360680976543
2009-11-04,79.87053235208087,1046.5,79.11847272760653
2009-11-05,81.3848992394473,1066.630005,80.6403602112177
2009-11-06,81.57931701533363,1069.300049,80.84222337738636
2009-11-09,83.35525538882656,1093.079956,82.64005416901993
2009-11-10,83.3428152536534,1093.01001,82.63476604604485
2009-11-11,83.75155091064738,1098.51001,83.05058219511493
2009-11-12,82.89249462052065,1087.23999,82.19853559214353
2009-11-13,83.3573165960616,1093.47998,82.67029715796822
2009-11-16,84.53295509893128,1109.300049,83.86634082516873
2009-11-17,84.6033961640097,1110.319946,83.94344803298478
2009-11-18,84.5574909429807,1109.800049,83.90414229326602
2009-11-19,83.42447181711121,1094.900024,82.77765665389369
2009-11-20,83.1518798936184,1091.380005,82.51153288203305
2009-11-23,84.2563194448344,1106.23999,83.63499137984016
2009-11-24,84.20550300232954,1105.650024,83.59038821798521
2009-11-25,84.57585304027918,1110.630005,83.96688940377831
2009-11-27,83.11669333110494,1091.48999,82.5198480709704
2009-11-30,83.41196371992318,1095.630005,82.83284536085992
2009-12-01,84.40639787012786,1108.859985,83.83307069465522
2009-12-02,84.42939409214175,1109.23999,83.86180018842384
2009-12-03,83.71910287032982,1099.920044,83.15718490564909
2009-12-04,84.17163264543413,1105.97998,83.61533386040021
2009-12-07,83.94871551146743,1103.25,83.40893935664778
2009-12-08,83.08824408098553,1091.939941,82.5538656877141
2009-12-09,83.38606882722235,1095.949951,82.85703421788362
2009-12-10,83.86463916284752,1102.349976,83.34089489960222
2009-12-11,84.16635402613531,1106.410034,83.64784720552242
2009-12-14,84.73309275921052,1114.109985,84.22998610967666
2009-12-15,84.26084076363536,1107.930054,83.76276518059687
2009-12-16,84.35036367804821,1109.180054,83.85726885084007
2009-12-17,84.1321184327743,1096.079956,82.8668629776036
2009-12-18,84.6025697745499,1102.469971,83.34996687393088
2009-12-21,85.44085411396064,1114.050049,84.2254547720929
2009-12-22,85.72884158474919,1118.02002,84.52559623630015
2009-12-23,85.91110459472618,1120.589966,84.71989169976162
2009-12-24,86.34449481840362,1126.47998,85.16519405238869
2009-12-28,86.39631318440938,1127.780029,85.26348157398547
2009-12-29,86.26552633208868,1126.199951,85.14402303776906
2009-12-30,86.27095097618134,1126.420044,85.16066271480491
2009-12-31,85.40401771484551,1115.099976,84.30483233608285
2010-01-04,86.7132430121344,1132.98999,85.65736992304463
2010-01-05,86.96956491409836,1136.52002,85.92425055589949
2010-01-06,87.00598521294235,1137.140015,85.97112399832545
2010-01-07,87.33962436586413,1141.689941,86.31511176339343
2010-01-08,87.57811584843404,1144.97998,86.56384837198804
2010-01-11,87.69919696250525,1146.97998,86.71505424437716
2010-01-12,86.87586726144407,1136.219971,85.90156597049726
2010-01-13,87.58133429997882,1145.680054,86.61677602194149
2010-01-14,87.78185784874628,1148.459961,86.8269451534893
2010-01-15,86.83256936589497,1136.030029,85.8872057975906
2010-01-19,87.86887625872201,1150.22998,86.96076378700948
2010-01-20,86.93819980236647,1138.040039,86.03916845537101
2010-01-21,85.29920572396856,1116.47998,84.40916469044308
2010-01-22,83.4214029989919,1091.76001,82.54026237580166
2010-01-25,83.77476041749497,1096.780029,82.91979055195414
2010-01-26,83.41768231702667,1092.170044,82.57126215014125
2010-01-27,83.81217843874563,1097.5,82.97422247352907
2010-01-28,82.8232309891352,1084.530029,81.99365458357079
2010-01-29,82.00900535474571,1073.869995,81.18772471323695
2010-02-01,83.14284539835438,1089.189941,82.34595761317904
2010-02-02,84.20314638694644,1103.319946,83.41422747962285
2010-02-03,83.73862173830177,1097.280029,82.95759202005142
2010-02-04,81.14745578482199,1063.109985,80.37423636375412
2010-02-05,81.37257730756134,1066.189941,80.60709008070418
2010-02-08,80.63539752894175,1056.73999,79.89264603820946
2010-02-09,81.66978074288353,1070.52002,80.93445676705858
2010-02-10,81.48173535157622,1068.130005,80.75376461550954
2010-02-11,82.25618743396748,1078.469971,81.53549640526145
2010-02-12,82.02519878105903,1075.51001,81.31171466264007
2010-02-16,83.46075637067435,1094.869995,82.77538637332269
2010-02-17,83.8047014286876,1099.51001,83.1261851313095
2010-02-18,84.34528076773307,1106.75,83.67354963332875
2010-02-19,84.52152588850905,1109.170044,83.85651206544877
2010-02-22,84.41407233646484,1108.01001,83.76881008896324
2010-02-23,83.39378176912093,1094.599976,82.75497214409438
2010-02-24,84.19180997242191,1105.23999,83.5593884436456
2010-02-25,84.01159529934277,1102.939941,83.38549798585424
2010-02-26,84.12252258185333,1104.48999,83.50268624149967
