date,portfolio_value,spx_price,spx_only_value
2008-03-31,100.0,1322.699951,100.0
2008-04-01,103.58963519762011,1370.180054,103.5896351976201
2008-04-02,103.38928552663113,1367.530029,103.38928552663111
2008-04-03,103.52386102114552,1369.310059,103.52386102114552
2008-04-04,103.60626557549483,1370.400024,103.60626557549483
2008-04-07,103.76805699299523,1372.540039,103.76805699299523
2008-04-08,103.23883643963332,1365.540039,103.23883643963332
2008-04-09,102.40342029013956,1354.48999,102.40342029013956
2008-04-10,102.86157854405182,1360.550049,102.86157854405182
2008-04-11,100.76585812166557,1332.829956,100.76585812166556
2008-04-14,100.42488812339874,1328.319946,100.42488812339873
2008-04-15,100.8868302286646,1334.430054,100.8868302286646
2008-04-16,103.1760801055628,1364.709961,103.1760801055628
2008-04-17,103.24035001041592,1365.560059,103.24035001041591
2008-04-18,105.11302695285275,1390.329956,105.11302695285274
2008-04-21,104.94973126373087,1388.170044,104.94973126373085
2008-04-22,104.02509956696899,1375.939941,104.02509956696899
2008-04-23,104.32676382551706,1379.930054,104.32676382551706
2008-04-24,104.9988657631696,1388.819946,104.99886576316959
2008-04-25,105.68080575970325,1397.839966,105.68080575970325
2008-04-28,105.56967163598239,1396.369995,105.56967163598239
2008-04-29,105.15914360988738,1390.939941,105.15914360988738
2008-04-30,104.75466979131988,1385.589966,104.75466979131988
2008-05-01,106.55023952594068,1409.339966,106.55023952594067
2008-05-02,106.89499329995817,1413.900024,106.89499329995817
2008-05-05,106.41037590845121,1407.48999,106.41037590845121
2008-05-06,107.22462104332534,1418.26001,107.22462104332533
2008-05-07,105.2823767738992,1392.569946,105.2823767738992
2008-05-08,105.6687159429705,1397.680054,105.6687159429705
2008-05-09,104.95804645266824,1388.280029,104.95804645266824
2008-05-12,106.11476585743065,1403.579956,106.11476585743065
2008-05-13,106.07394654692929,1403.040039,106.07394654692929
2008-05-14,106.49883467032804,1408.660034,106.49883467032804
2008-05-15,107.62606779593054,1423.569946,107.62606779593054
2008-05-16,107.76064329044493,1425.349976,107.76064329044492
2008-05-19,107.85741724125913,1426.630005,107.85741724125913
2008-05-20,106.85719183186089,1413.400024,106.85719183186089
2008-05-21,105.14175644662136,1390.709961,105.14175644662136
2008-05-22,105.4169522684136,1394.349976,105.41695226841358
2008-05-23,104.02435208073882,1375.930054,104.02435208073881
2008-05-27,104.73652584266256,1385.349976,104.73652584266256
2008-05-28,105.15158520634132,1390.839966,105.15158520634131
2008-05-29,105.71256231943416,1398.26001,105.71256231943416
2008-05-30,105.87284016615193,1400.380005,105.87284016615193
2008-06-02,104.76072392324447,1385.670044,104.76072392324447
2008-06-03,104.15438686290538,1377.650024,104.1543868629054
2008-06-04,104.12036002260349,1377.199951,104.12036002260349
2008-06-05,106.15030626851515,1404.050049,106.15030626851517
2008-06-06,102.87140730377179,1360.680054,102.87140730377178
2008-06-09,102.95305514833272,1361.76001,102.95305514833272
2008-06-10,102.7020481835642,1358.439941,102.70204818356419
2008-06-11,100.96696450244293,1335.48999,100.96696450244293
2008-06-12,101.29810574098978,1339.869995,101.29810574098978
2008-06-13,102.82226350517193,1360.030029,102.82226350517192
2008-06-16,102.83057876971222,1360.140015,102.83057876971222
2008-06-17,102.13427867587484,1350.930054,102.13427867587484
2008-06-18,101.1423685310169,1337.810059,101.1423685310169
2008-06-19,103.03902301157643,1342.829956,101.52188748361117
2008-06-20,101.14134595414,1317.930054,99.63938178145438
2008-06-23,101.1020242392221,1318.0,99.64466990442943
2008-06-24,100.80696675110686,1314.290039,99.36418595966214
2008-06-25,101.37316435216697,1321.969971,99.94481136863669
2008-06-26,98.4239788462145,1283.150024,97.00990939251952
2008-06-27,98.04921070957371,1278.380005,96.64928195041567
2008-06-30,98.13010780411845,1280.0,96.77175832903617
2008-07-01,98.48773729658278,1284.910034,97.14297131625129
2008-07-02,96.70593590074758,1261.52002,95.37461758021944
2008-07-03,96.79695507190254,1262.900024,95.47894993457969
2008-07-07,95.94438796245392,1252.310059,94.67831748638206
2008-07-08,97.54886589777773,1273.699951,96.29545612646659
2008-07-09,95.34308986503106,1244.689941,94.10221419143305
2008-07-10,95.98843224780504,1253.390015,94.75996533094299
2008-07-11,94.92526487545862,1239.48999,93.70908262776521
2008-07-14,94.04315065107599,1228.300049,92.86309023232133
2008-07-15,93.01902559719925,1214.910034,91.85076578263212
2008-07-16,95.30944870163404,1245.359985,94.1528714852126
2008-07-17,96.42889990642594,1260.319946,95.2838884621687
2008-07-18,96.44467501413052,1260.680054,95.31111368431584
2008-07-21,96.35959302990285,1260.0,95.25969960514499
2008-07-22,97.63384401096276,1277.0,96.54494952045249
2008-07-23,98.0153298443342,1282.189941,96.93732429872904
2008-07-24,95.76293013979722,1252.540039,94.69570464964808
2008-07-25,96.14690301934615,1257.76001,95.09034978409854
2008-07-28,94.34716852007128,1234.369995,93.32199597246374
2008-07-29,96.51654611855515,1263.199951,95.50162529642371
2008-07-30,98.09859920716448,1284.26001,97.09382759325436
2008-07-31,96.81237355004656,1267.380005,95.81764965227552
2008-08-01,96.26791763473189,1260.310059,95.28314097593852
2008-08-04,95.38435189964666,1249.01001,94.42882409239614
2008-08-05,98.0866735648583,1284.880005,97.14070103568031
2008-08-06,98.40305765597716,1289.189941,97.46654485209095
2008-08-07,96.64575302113477,1266.069946,95.71860534528741
2008-08-08,98.92347036426172,1296.319946,98.00559416517284
2008-08-11,99.57663494902363,1305.319946,98.68602059092387
2008-08-12,98.37849613116093,1289.589966,97.49678791664216
2008-08-13,98.08541125289484,1285.829956,97.21252012052128
2008-08-14,98.6134705976402,1292.930054,97.74930837659038
2008-08-15,99.00324866207264,1298.199951,98.1477280632333
2008-08-18,97.49602318542654,1278.599976,96.66591240389333
2008-08-19,96.58728846143123,1266.689941,95.76547878771336
2008-08-20,97.17256082290908,1274.540039,96.35896924592839
2008-08-21,97.40483710323834,1277.719971,96.59938144202744
2008-08-22,98.49151155066471,1292.199951,97.69411044606593
2008-08-25,96.55053861260706,1266.839966,95.77682111821595
2008-08-26,96.89587047622092,1271.51001,96.12989015677373
2008-08-27,97.65558228987167,1281.660034,96.89726177361898
2008-08-28,99.08596844318839,1300.680054,98.33523113209822
2008-08-29,97.72894124991689,1282.829956,96.98571131193759
2008-09-02,97.30273960985159,1277.579956,96.58879589691615
2008-09-03,97.09903435308686,1274.97998,96.39223007728077
2008-09-04,94.2077124800359,1236.829956,93.50797624698785
2008-09-05,94.61502699515403,1242.310059,93.92228812443646
2008-09-08,96.5208132601335,1267.790039,95.84864942661511
2008-09-09,93.24199435081259,1224.51001,92.57655215562943
2008-09-10,93.80463223089099,1232.040039,93.1458444576596
2008-09-11,95.08405105385748,1249.050049,94.43185115835843
2008-09-12,95.2778694267303,1251.699951,94.63219153018628
2008-09-15,90.79811891204606,1192.699951,90.17161829470727
2008-09-16,92.37195716241234,1213.599976,91.75172155124696
2008-09-17,88.04051377512448,1156.390015,87.42648052007071
2008-09-18,92.53630701075421,1206.51001,91.21569930412736
2008-09-19,96.19513146209918,1255.079956,94.88772983253857
2008-09-22,92.52811617435202,1207.089966,91.25954568059102
2008-09-23,91.08880344143778,1188.219971,89.83291865261435
2008-09-24,90.89857950796278,1185.869995,89.65525356702761
2008-09-25,92.64845515182185,1209.180054,91.41756247029602
2008-09-26,92.94535966354249,1213.27002,91.72677590883194
2008-09-29,84.83099458952563,1106.420044,83.64860399091373
2008-09-30,89.3508062184682,1166.359985,88.1802395258424
2008-10-01,88.93841058432804,1161.060059,87.7795495586285
2008-10-02,85.39011435080145,1114.280029,84.24284193535892
2008-10-03,84.24081373237506,1099.22998,83.10501404108693
2008-10-06,81.00605367336922,1056.890015,79.90398836871205
2008-10-07,76.40895630245937,996.2299805,75.31791165084877
2008-10-08,75.54449036201098,984.9400024,74.4643561569165
2008-10-09,69.86195527238695,909.9199829,68.79262240934338
2008-10-10,69.04230960411887,899.2199707,67.98367006970577
2008-10-13,76.8834010979423,1003.349976,75.85620421634081
2008-10-14,76.46941200522659,998.0100098,75.45248709244112
2008-10-15,69.6421272922455,907.8400269,68.63537162858789
2008-10-16,72.5495744577366,946.4299927,71.55288635071553
2008-10-17,72.09506194138798,940.5499878,71.10834071543714
2008-10-20,75.45654978964946,985.4000244,74.49913517083058
2008-10-21,73.15242376288894,955.0499878,72.20458329025826
2008-10-22,68.7375654036275,896.7800293,67.7992033357231
2008-10-23,69.58475973106393,908.1099854,68.65578128383858
2008-10-24,67.2060765043143,876.7700195,66.28638784156121
2008-10-27,65.07321629125592,848.9199829,64.18084330147525
2008-10-28,71.98876752113681,940.5100098,71.10531826125394
2008-10-29,71.19215172620086,930.0900269,70.31753695891683
2008-10-30,72.99787604719744,954.0900269,72.13200742758627
2008-10-31,74.09755437189457,968.75,73.24034443847953
2008-11-03,73.88686626362974,966.2999878,73.05511632244705
2008-11-04,76.8610855194491,1005.75,76.03765307767823
2008-11-05,72.84740910970089,952.7700195,72.03221099234773
2008-11-06,69.21863141036705,904.8800049,68.4115852741874
2008-11-07,71.18455250168202,930.9899902,70.38557682686418
2008-11-10,70.27022194096574,919.210022,69.49497664266565
2008-11-11,68.73075325977217,898.9500122,67.96326041445509
2008-11-12,65.19619951313118,852.2999878,64.43638159626725
2008-11-13,69.64841779917083,911.289978,68.89619806147554
2008-11-14,66.76798402640058,873.289978,66.02328648608228
2008-11-17,65.04177724619484,850.75,64.3191979675215
2008-11-18,65.66734765890214,859.1199951,64.95199417301558
2008-11-19,61.68801751964574,806.5800171,60.979817568618024
2008-11-20,57.58779144319887,752.4400024,56.88667349168141
2008-11-21,61.17872603090175,800.0300293,60.484619258899485
2008-11-24,65.07282800520773,851.8099976,64.3993368984407
2008-11-25,65.48795876335562,857.3900146,64.82120256765624
2008-11-26,67.7713024830275,887.6799927,67.11121384928515
2008-11-28,68.40532766403413,896.2399902,67.75837479410323
2008-12-01,62.3356119373671,816.210022,61.70787421462601
2008-12-02,64.79398843537068,848.8099976,64.17252808985701
2008-12-03,66.44574566320053,870.7399902,65.83049992114198
2008-12-04,64.51020479983748,845.2199707,63.90111151519956
2008-12-05,66.83646721566076,876.0700073,66.2334648638692
2008-12-08,69.36108455748763,909.7000122,68.7759919785466
2008-12-09,67.76530166836058,888.6699829,67.186060015209
2008-12-10,68.55863283930701,899.2399902,67.98518360268692
2008-12-11,66.61368580817809,873.5900269,66.04597106392423
2008-12-12,67.07220718099391,879.7299805,66.51016958418259
2008-12-15,66.21178736055842,868.5700073,65.66644284241
2008-12-16,69.57897979521337,913.1799927,69.03908872224642
2008-12-17,68.91129842251058,904.4199829,68.37680626027331
2008-12-18,67.96343904582336,885.2800293,66.92976956948567
2008-12-19,68.14966814045417,887.8800049,67.12633535887989
2008-12-22,66.89072642034704,871.6300049,65.8977876457183
2008-12-23,66.24043775885947,863.1599731,65.25742837197701
2008-12-24,66.6078701950321,868.1500244,65.63469090201849
2008-12-26,66.94005481333838,872.7999878,65.98624178825573
2008-12-29,66.65618731788841,869.4199829,65.73070349346372
2008-12-30,68.25122918230578,890.6400146,67.33500019612535
2008-12-31,69.1954188140545,903.25,68.28835211773588
2009-01-02,71.33583109279665,931.7999878,70.44681502373473
2009-01-05,70.98055549879473,927.4500122,70.11794409600004
2009-01-06,71.52005067217732,934.7000122,70.6660653834106
2009-01-07,69.39084938138811,906.6500244,68.54540394550904
2009-01-08,69.61524865153966,909.7299805,68.77825767001937
2009-01-09,68.1416934678195,890.3499756,67.31307239611442
2009-01-12,66.59822219084052,870.2600098,65.79421199358613
2009-01-13,66.70585217707225,871.789978,65.90988208179044
2009-01-14,64.49255612013435,842.6199951,63.70454572580535
2009-01-15,64.5693509342746,843.7399902,63.78922064388887
2009-01-16,65.04389673474641,850.1199951,64.27156774726454
2009-01-20,61.61889021119959,805.2199707,60.87699406741718
2009-01-21,64.25908754955249,840.2399902,63.52461036720791
2009-01-22,63.28856211151914,827.5,62.561429700998
2009-01-23,63.61772477583553,831.9500122,62.89786368941961
2009-01-26,63.945629376472375,836.5700073,63.24714888418409
2009-01-27,64.62965651973094,845.710022,63.93816083236552
2009-01-28,66.76835326251324,874.0900269,66.08377253202151
2009-01-29,64.57280152245974,845.1400146,63.8950665992729
2009-01-30,63.10991088877217,825.8800049,62.438953314817205
2009-02-02,63.056717296935176,825.4400024,62.40568783388425
2009-02-03,64.0383379378293,838.5100098,63.393818769408874
2009-02-04,63.557104091677225,832.2299805,62.91903011494101
2009-02-05,64.58043497242538,845.8499756,63.94874173545653
2009-02-06,66.29408483848191,868.5999756,65.66870853388275
2009-02-09,66.37304127306453,869.8900146,65.76623927008825
2009-02-10,63.13645665191936,827.1599731,62.53572266897286
2009-02-11,63.6279179250603,833.7399902,63.03319128194327
2009-02-12,63.73159583846708,835.1900024,63.142816461781216
2009-02-13,63.094425379747584,826.8400269,62.511533796828566
2009-02-17,60.223491192664916,789.1699829,59.66356786385033
2009-02-18,60.161189757230844,788.4199829,59.60686566170441
2009-02-19,59.438932155408416,778.9400024,58.89015130083723
2009-02-20,58.76133314029019,770.0499878,58.21804009426474
2009-02-23,56.72508855357759,743.3300171,56.19793185431213
2009-02-24,58.97354032553742,773.1400146,58.45165519326461
2009-02-25,58.3453540208803,764.9000244,57.82868773993022
2009-02-26,57.42765936630103,752.8300171,56.916159748160446
2009-02-27,56.08134902293692,735.0900269,55.574964400977734
2009-03-02,53.47539478807501,700.8200073,52.98405029577263
2009-03-03,53.13102490054717,696.3300171,52.644593853167834
2009-03-04,54.37663149146679,712.8699951,53.89506475456125
2009-03-05,52.07953424677727,682.5499878,51.602783177240774
2009-03-06,52.137518465933596,683.3800049,51.66553490709247
2009-03-09,51.60562181403137,676.5300293,51.147656638871375
2009-03-10,54.85725656430177,719.5999756,54.40387104089338
2009-03-11,54.98578461767888,721.3599854,54.53693294950458
2009-03-12,57.20251072928738,750.7399902,56.75814757779484
2009-03-13,57.63731997561582,756.5499878,57.19740045563818
2009-03-16,57.42315214183412,753.8900146,56.99629867151934
2009-03-17,59.25074127686789,778.1199951,58.82815634125627
2009-03-18,60.47354960769222,794.3499756,60.05519052143671
2009-03-19,60.18282767483324,784.039978,59.275724430717844
2009-03-20,59.00191113137641,768.539978,58.103878919702176
2009-03-23,63.086526717371996,822.9199829,62.21516696041671
2009-03-24,61.81751346624935,806.25,60.95486730686361
2009-03-25,62.38573777827437,813.8800049,61.53171808048249
2009-03-26,63.81213983601194,832.8599854,62.966660335197965
